case_id,used_members,missing_members,n_members,prediction
ATLAS_0808,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0808.nii.gz
ATLAS_0815,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0815.nii.gz
ATLAS_0820,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0820.nii.gz
ATLAS_0825,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0825.nii.gz
ATLAS_0831,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0831.nii.gz
ATLAS_0833,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0833.nii.gz
ATLAS_0844,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0844.nii.gz
ATLAS_0847,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0847.nii.gz
ATLAS_0851,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0851.nii.gz
ATLAS_0852,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0852.nii.gz
ATLAS_0855,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0855.nii.gz
ATLAS_0860,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0860.nii.gz
ATLAS_0873,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0873.nii.gz
ATLAS_0875,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0875.nii.gz
ATLAS_0876,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0876.nii.gz
ATLAS_0884,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0884.nii.gz
ATLAS_0886,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0886.nii.gz
ATLAS_0888,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0888.nii.gz
ATLAS_0889,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0889.nii.gz
ATLAS_0891,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0891.nii.gz
ATLAS_0894,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0894.nii.gz
ATLAS_0909,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0909.nii.gz
ATLAS_0916,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0916.nii.gz
ATLAS_0923,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0923.nii.gz
ATLAS_0924,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0924.nii.gz
ATLAS_0928,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0928.nii.gz
ATLAS_0929,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0929.nii.gz
ATLAS_0945,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0945.nii.gz
ATLAS_0953,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0953.nii.gz
ATLAS_0957,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0957.nii.gz
ATLAS_0960,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0960.nii.gz
ATLAS_0962,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0962.nii.gz
ATLAS_0967,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0967.nii.gz
ATLAS_0973,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0973.nii.gz
ATLAS_0978,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0978.nii.gz
ATLAS_0982,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0982.nii.gz
ATLAS_0988,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0988.nii.gz
ATLAS_0995,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_0995.nii.gz
ATLAS_1001,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1001.nii.gz
ATLAS_1007,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1007.nii.gz
ATLAS_1008,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1008.nii.gz
ATLAS_1010,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1010.nii.gz
ATLAS_1019,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1019.nii.gz
ATLAS_1025,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1025.nii.gz
ATLAS_1027,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1027.nii.gz
ATLAS_1029,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1029.nii.gz
ATLAS_1036,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1036.nii.gz
ATLAS_1039,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1039.nii.gz
ATLAS_1046,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1046.nii.gz
ATLAS_1053,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1053.nii.gz
ATLAS_1057,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1057.nii.gz
ATLAS_1061,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1061.nii.gz
ATLAS_1064,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1064.nii.gz
ATLAS_1070,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1070.nii.gz
ATLAS_1075,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1075.nii.gz
ATLAS_1078,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1078.nii.gz
ATLAS_1081,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1081.nii.gz
ATLAS_1082,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1082.nii.gz
ATLAS_1091,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1091.nii.gz
ATLAS_1102,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1102.nii.gz
ATLAS_1103,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1103.nii.gz
ATLAS_1104,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1104.nii.gz
ATLAS_1112,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1112.nii.gz
ATLAS_1113,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1113.nii.gz
ATLAS_1130,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1130.nii.gz
ATLAS_1136,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1136.nii.gz
ATLAS_1141,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1141.nii.gz
ATLAS_1147,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1147.nii.gz
ATLAS_1152,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1152.nii.gz
ATLAS_1157,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1157.nii.gz
ATLAS_1160,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1160.nii.gz
ATLAS_1162,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1162.nii.gz
ATLAS_1166,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1166.nii.gz
ATLAS_1167,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1167.nii.gz
ATLAS_1169,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1169.nii.gz
ATLAS_1170,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1170.nii.gz
ATLAS_1187,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1187.nii.gz
ATLAS_1191,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1191.nii.gz
ATLAS_1192,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1192.nii.gz
ATLAS_1196,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1196.nii.gz
ATLAS_1198,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1198.nii.gz
ATLAS_1217,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1217.nii.gz
ATLAS_1223,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1223.nii.gz
ATLAS_1224,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1224.nii.gz
ATLAS_1225,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1225.nii.gz
ATLAS_1231,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1231.nii.gz
ATLAS_1232,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1232.nii.gz
ATLAS_1238,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1238.nii.gz
ATLAS_1242,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1242.nii.gz
ATLAS_1254,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1254.nii.gz
ATLAS_1257,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1257.nii.gz
ATLAS_1258,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1258.nii.gz
ATLAS_1266,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1266.nii.gz
ATLAS_1270,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1270.nii.gz
ATLAS_1278,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1278.nii.gz
ATLAS_1279,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1279.nii.gz
ATLAS_1281,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1281.nii.gz
ATLAS_1287,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1287.nii.gz
ATLAS_1300,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1300.nii.gz
ATLAS_1307,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1307.nii.gz
ATLAS_1309,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1309.nii.gz
ATLAS_1315,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1315.nii.gz
ATLAS_1320,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1320.nii.gz
ATLAS_1321,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1321.nii.gz
ATLAS_1327,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1327.nii.gz
ATLAS_1331,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1331.nii.gz
ATLAS_1333,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1333.nii.gz
ATLAS_1335,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1335.nii.gz
ATLAS_1342,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1342.nii.gz
ATLAS_1344,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1344.nii.gz
ATLAS_1345,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1345.nii.gz
ATLAS_1346,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1346.nii.gz
ATLAS_1350,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1350.nii.gz
ATLAS_1360,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1360.nii.gz
ATLAS_1361,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1361.nii.gz
ATLAS_1365,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1365.nii.gz
ATLAS_1368,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1368.nii.gz
ATLAS_1381,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1381.nii.gz
ATLAS_1393,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1393.nii.gz
ATLAS_1402,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1402.nii.gz
ATLAS_1406,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1406.nii.gz
ATLAS_1407,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1407.nii.gz
ATLAS_1413,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1413.nii.gz
ATLAS_1419,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1419.nii.gz
ATLAS_1422,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1422.nii.gz
ATLAS_1430,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1430.nii.gz
ATLAS_1434,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1434.nii.gz
ATLAS_1437,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1437.nii.gz
ATLAS_1442,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1442.nii.gz
ATLAS_1444,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1444.nii.gz
ATLAS_1451,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1451.nii.gz
ATLAS_1452,topk10;default1000;resenc_l,,3,/scratch/users/sciget/isles26challenge/work/nnunet_mapping3_oof_ensemble/folds/fold_0/ATLAS_1452.nii.gz
